Sample,Nucleotide,Timepoint,Plate,FileNumber
hHBB_10383651_GC_rich_1_hHBB,PSU,1,4,4
hHBB_10383651_GC_rich_1_hHBB,PSU,1.5,4,5
hHBB_10383651_GC_rich_1_hHBB,PSU,2,4,6
hHBB_10383651_GC_rich_1_hHBB,PSU,3,4,7
hHBB_10383651_GC_rich_1_hHBB,PSU,4,4,8
hHBB_10383651_GC_rich_1_hHBB,PSU,5,4,9
hHBB_10383651_GC_rich_1_hHBB,PSU,18,4,10
hHBB_10383651_GC_rich_1_hHBB,PSU,24,4,11
hHBB_10388774_Twist_1_hHBB,PSU,0,5,2
hHBB_10388774_Twist_1_hHBB,PSU,0.5,5,3
hHBB_10388774_Twist_1_hHBB,PSU,1,5,4
hHBB_10388774_Twist_1_hHBB,PSU,1.5,5,5
hHBB_10388774_Twist_1_hHBB,PSU,2,5,6
hHBB_10388774_Twist_1_hHBB,PSU,3,5,7
hHBB_10388774_Twist_1_hHBB,PSU,4,5,8
hHBB_10388774_Twist_1_hHBB,PSU,5,5,9
hHBB_10388774_Twist_1_hHBB,PSU,18,5,10
hHBB_10388774_Twist_1_hHBB,PSU,24,5,11
hHBB_10388767_Genewiz_1_hHBB,PSU,0,6,2
hHBB_10388767_Genewiz_1_hHBB,PSU,0.5,6,3
hHBB_10388767_Genewiz_1_hHBB,PSU,1,6,4
hHBB_10388767_Genewiz_1_hHBB,PSU,1.5,6,5
hHBB_10388767_Genewiz_1_hHBB,PSU,2,6,6
hHBB_10388767_Genewiz_1_hHBB,PSU,3,6,7
hHBB_10388767_Genewiz_1_hHBB,PSU,4,6,8
hHBB_10388767_Genewiz_1_hHBB,PSU,5,6,9
hHBB_10388767_Genewiz_1_hHBB,PSU,18,6,10
hHBB_10388767_Genewiz_1_hHBB,PSU,24,6,11
hHBB_10388753_IDT_1_hHBB,PSU,0,7,2
hHBB_10388753_IDT_1_hHBB,PSU,0.5,7,3
hHBB_10388753_IDT_1_hHBB,PSU,1,7,4
hHBB_10388753_IDT_1_hHBB,PSU,1.5,7,5
hHBB_10388753_IDT_1_hHBB,PSU,2,7,6
hHBB_10388753_IDT_1_hHBB,PSU,3,7,7
hHBB_10388753_IDT_1_hHBB,PSU,4,7,8
hHBB_10388753_IDT_1_hHBB,PSU,5,7,9
hHBB_10388753_IDT_1_hHBB,PSU,18,7,10
hHBB_10388753_IDT_1_hHBB,PSU,24,7,11
hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,0,8,2
hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,0.5,8,3
hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,1,8,4
hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,1.5,8,5
hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,2,8,6
hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,3,8,7
hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,4,8,8
hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,5,8,9
hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,18,8,10
hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,24,8,11
hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,0,9,2
hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,0.5,9,3
hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,1,9,4
hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,1.5,9,5
hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,2,9,6
hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,3,9,7
hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,4,9,8
hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,5,9,9
hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,18,9,10
hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,24,9,11
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,0,10,2
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,0.5,10,3
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,1,10,4
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,1.5,10,5
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,2,10,6
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,3,10,7
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,4,10,8
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,5,10,9
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,18,10,10
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,24,10,11
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,0,11,2
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,0.5,11,3
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,1,11,4
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,1.5,11,5
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,2,11,6
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,3,11,7
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,4,11,8
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,5,11,9
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,18,11,10
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,24,11,11
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,0,12,2
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,0.5,12,3
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,1,12,4
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,1.5,12,5
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,2,12,6
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,3,12,7
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,4,12,8
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,5,12,9
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,18,12,10
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,24,12,11
hHBB_10415488_RLT-10_hHBB,PSU,0,13,2
hHBB_10415488_RLT-10_hHBB,PSU,0.5,13,3
hHBB_10415488_RLT-10_hHBB,PSU,1,13,4
hHBB_10415488_RLT-10_hHBB,PSU,1.5,13,5
hHBB_10415488_RLT-10_hHBB,PSU,2,13,6
hHBB_10415488_RLT-10_hHBB,PSU,3,13,7
hHBB_10415488_RLT-10_hHBB,PSU,4,13,8
hHBB_10415488_RLT-10_hHBB,PSU,5,13,9
hHBB_10415488_RLT-10_hHBB,PSU,18,13,10
hHBB_10415488_RLT-10_hHBB,PSU,24,13,11
hHBB_10419522_12_hHBB,PSU,0,14,2
hHBB_10419522_12_hHBB,PSU,0.5,14,3
hHBB_10419522_12_hHBB,PSU,1,14,4
hHBB_10419522_12_hHBB,PSU,1.5,14,5
hHBB_10419522_12_hHBB,PSU,2,14,6
hHBB_10419522_12_hHBB,PSU,3,14,7
hHBB_10419522_12_hHBB,PSU,4,14,8
hHBB_10419522_12_hHBB,PSU,5,14,9
hHBB_10419522_12_hHBB,PSU,18,14,10
hHBB_10419522_12_hHBB,PSU,24,14,11
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,0,15,2
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,0.5,15,3
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,1,15,4
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,1.5,15,5
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,2,15,6
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,3,15,7
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,4,15,8
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,5,15,9
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,18,15,10
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,24,15,11
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,0,16,2
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,0.5,16,3
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,1,16,4
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,1.5,16,5
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,2,16,6
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,3,16,7
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,4,16,8
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,5,16,9
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,18,16,10
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,24,16,11
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,0,17,2
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,0.5,17,3
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,1,17,4
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,1.5,17,5
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,2,17,6
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,3,17,7
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,4,17,8
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,5,17,9
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,18,17,10
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,24,17,11
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,0,18,2
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,0.5,18,3
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,1,18,4
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,1.5,18,5
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,2,18,6
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,3,18,7
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,4,18,8
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,5,18,9
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,18,18,10
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,24,18,11
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,0,19,2
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,0.5,19,3
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,1,19,4
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,1.5,19,5
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,2,19,6
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,3,19,7
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,4,19,8
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,5,19,9
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,18,19,10
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,24,19,11
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,0,20,2
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,0.5,20,3
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,1,20,4
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,2,20,6
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,3,20,7
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,4,20,8
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,5,20,9
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,18,20,10
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,24,20,11
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,0,21,2
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,0.5,21,3
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,1,21,4
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,1.5,21,5
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,2,21,6
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,3,21,7
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,4,21,8
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,5,21,9
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,18,21,10
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,24,21,11
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,0,22,2
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,0.5,22,3
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,1,22,4
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,1.5,22,5
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,2,22,6
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,3,22,7
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,4,22,8
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,5,22,9
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,18,22,10
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,24,22,11
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,0,23,2
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,0.5,23,3
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,1,23,4
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,1.5,23,5
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,2,23,6
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,3,23,7
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,4,23,8
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,5,23,9
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,18,23,10
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,24,23,11
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,0,24,2
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,0.5,24,3
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,1,24,4
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,1.5,24,5
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,2,24,6
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,3,24,7
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,4,24,8
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,5,24,9
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,18,24,10
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,24,24,11
