Well,Sample ID,Peak ID,Size (nt),% (Conc.) (ng/uL),nmole/L,ng/ul,RFU,TIC (ng/ul),TIM (nmole/L),Total Conc. (ng/ul)
H6,B3_TP2,1,15,,72.4190,0.4293,1713,29.3022,220.9710,30.7722
H6,B3_TP2,2,182,3.3,17.0068,0.9675,186,29.3022,220.9710,30.7722
H6,B3_TP2,3,261,32.7,111.9043,9.5938,1604,29.3022,220.9710,30.7722
H6,B3_TP2,4,411,5.8,13.4355,1.6944,330,29.3022,220.9710,30.7722
H6,B3_TP2,5,445,4.2,8.5939,1.2215,343,29.3022,220.9710,30.7722
H6,B3_TP2,6,479,6.7,12.3572,1.9505,395,29.3022,220.9710,30.7722
H6,B3_TP2,7,584,4.8,7.6184,1.4076,403,29.3022,220.9710,30.7722
H6,B3_TP2,8,690,10.6,14.2754,3.1043,617,29.3022,220.9710,30.7722
H6,B3_TP2,9,764,7.6,9.0944,2.2254,797,29.3022,220.9710,30.7722
H6,B3_TP2,10,834,24.4,26.6852,7.1371,3329,29.3022,220.9710,30.7722
H6,B3_TP2,,,,,,,29.3022,220.9710,30.7722
H7,B3_TP3,1,15,,72.4190,0.4293,1668,33.7637,332.2534,34.3995
H7,B3_TP3,2,145,5.9,41.7603,2.0009,255,33.7637,332.2534,34.3995
H7,B3_TP3,3,182,6.3,37.6317,2.1408,345,33.7637,332.2534,34.3995
H7,B3_TP3,4,261,42.5,166.7339,14.3479,1646,33.7637,332.2534,34.3995
H7,B3_TP3,5,476,20.8,49.0680,7.0217,551,33.7637,332.2534,34.3995
H7,B3_TP3,6,584,5.3,9.6929,1.7878,466,33.7637,332.2534,34.3995
H7,B3_TP3,7,681,8.6,13.4512,2.8992,522,33.7637,332.2534,34.3995
H7,B3_TP3,8,760,5.6,7.6383,1.8764,566,33.7637,332.2534,34.3995
H7,B3_TP3,9,834,5.0,6.2771,1.6889,706,33.7637,332.2534,34.3995
H7,B3_TP3,,,,,,,33.7637,332.2534,34.3995
H8,B3_TP4,1,15,,68.7044,0.4293,1057,28.8988,339.8696,29.9544
H8,B3_TP4,2,146,12.9,83.3039,3.7244,196,28.8988,339.8696,29.9544
H8,B3_TP4,3,183,8.4,42.3304,2.4216,246,28.8988,339.8696,29.9544
H8,B3_TP4,4,264,48.8,162.5143,14.0890,1063,28.8988,339.8696,29.9544
H8,B3_TP4,5,413,27.8,49.4128,8.0213,308,28.8988,339.8696,29.9544
H8,B3_TP4,6,834,2.2,2.3082,0.6425,108,28.8988,339.8696,29.9544
H8,B3_TP4,,,,,,,28.8988,339.8696,29.9544
H9,,1,15,,76.5581,0.4293,1329,0.0000,0.0000,1.1626
H9,,,,,,,,0.0000,0.0000,1.1626
H10,,1,15,,72.4190,0.4293,1521,0.0000,0.0000,0.3135
H10,,,,,,,,0.0000,0.0000,0.3135
H11,,1,15,,72.4190,0.4293,1441,0.0000,0.0000,0.2320
H11,,,,,,,,0.0000,0.0000,0.2320
H12,Ladder,1,15,,72.4190,0.4293,1343,95.0269,337.7375,96.0000
H12,Ladder,2,200,9.8,142.5900,9.2998,2521,95.0269,337.7375,96.0000
H12,Ladder,3,500,15.6,92.2580,14.8581,3117,95.0269,337.7375,96.0000
H12,Ladder,4,1000,12.9,36.6688,12.2400,3017,95.0269,337.7375,96.0000
H12,Ladder,5,1500,10.3,20.2405,9.8182,2859,95.0269,337.7375,96.0000
H12,Ladder,6,2000,12.2,17.8081,11.6404,3590,95.0269,337.7375,96.0000
H12,Ladder,7,3000,11.8,11.5628,11.2380,2926,95.0269,337.7375,96.0000
H12,Ladder,8,4000,13.7,10.0154,12.9825,3254,95.0269,337.7375,96.0000
H12,Ladder,9,6000,13.6,6.5940,12.9498,1773,95.0269,337.7375,96.0000
H12,Ladder,,,,,,,95.0269,337.7375,96.0000
