Sample,Nucleotide,Timepoint,Plate,FileNumber,FracIntactNorm,FracIntact,TotalArea,Total_mRNA,PeakArea1,PeakArea2,PeakArea3
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,3.000000,18,7, 0.26253, 0.18448,636.77957,498.61856,138.16101, 0.00000,91.98465
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,4.000000,18,8, 0.23915, 0.16805,593.78560,452.36033,141.42527, 0.00000,76.01940
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,5.000000,18,9, 0.19062, 0.13395,742.53859,600.52711,142.01148, 0.00000,80.44237
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,18.000000,18,10,-0.00536,-0.00377,672.37737,533.84680,138.53057, 0.00000,-2.01075
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,24.000000,18,11,-0.02842,-0.01997,651.59087,512.48465,139.10622, 0.00000,-10.23401
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,0.000000,19,2, 1.00000, 0.72602,454.92935,355.07488,99.85448, 0.00000,257.79321
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,0.500000,19,3, 0.92149, 0.66903,512.89563,409.96697,102.92866, 0.00000,274.27939
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,1.000000,19,4, 0.80609, 0.58524,488.84502,383.27808,105.56694, 0.00000,224.31029
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,1.500000,19,5, 0.65630, 0.47649,510.28889,403.30469,106.98420, 0.00000,192.16950
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,2.000000,19,6, 0.55082, 0.39991,702.37631,595.89722,106.47909, 0.00000,238.30522
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,3.000000,19,7, 0.43574, 0.31636,552.85654,455.43019,97.42635, 0.00000,144.07779
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,4.000000,19,8, 0.29148, 0.21162,446.84814,348.94690,97.90124, 0.00000,73.84359
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,5.000000,19,9, 0.30999, 0.22506,600.03866,508.61506,91.42360, 0.00000,114.46836
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,18.000000,19,10,-0.02013,-0.01461,523.66870,430.15408,93.51462, 0.00000,-6.28591
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,24.000000,19,11,-0.00942,-0.00684,622.91702,532.38914,90.52789, 0.00000,-3.64256
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,0.000000,20,2, 1.00000, 0.76504,596.83774,481.81653,115.02122, 0.00000,368.60675
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,0.500000,20,3, 0.82970, 0.63475,742.27064,628.63834,113.63231, 0.00000,399.02624
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,1.000000,20,4, 0.71931, 0.55030,648.67518,530.88114,117.79405, 0.00000,292.14321
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,2.000000,20,6, 0.50043, 0.38285,527.02291,410.61324,116.40967, 0.00000,157.20249
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,3.000000,20,7, 0.34098, 0.26086,989.53007,889.82447,99.70559, 0.00000,232.12175
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,4.000000,20,8, 0.27734, 0.21217,595.92873,495.22868,100.70005, 0.00000,105.07381
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,5.000000,20,9, 0.27911, 0.21353,564.84423,470.08948,94.75475, 0.00000,100.37690
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,18.000000,20,10,-0.03047,-0.02331,455.21570,358.43821,96.77749, 0.00000,-8.35460
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,24.000000,20,11,-0.03932,-0.03008,516.61992,420.82745,95.79247, 0.00000,-12.65905
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,0.000000,21,2, 1.00000, 0.63536,456.50095,327.04910,129.45184, 0.00000,207.79350
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,0.500000,21,3, 0.91520, 0.58148,499.36107,368.78745,130.57363, 0.00000,214.44251
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,1.000000,21,4, 0.87054, 0.55310,444.60313,312.11672,132.48641, 0.00000,172.63267
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,1.500000,21,5, 0.72799, 0.46253,479.05228,342.89847,136.15381, 0.00000,158.60142
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,2.000000,21,6, 0.64873, 0.41218,535.58127,397.74969,137.83158, 0.00000,163.94328
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,3.000000,21,7, 0.40363, 0.25645,531.17219,390.95252,140.21967, 0.00000,100.25989
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,4.000000,21,8, 0.27471, 0.17454,517.82017,376.49251,141.32766, 0.00000,65.71279
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,5.000000,21,9, 0.20972, 0.13325,546.21462,400.66180,145.55281, 0.00000,53.38638
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,18.000000,21,10, 0.00399, 0.00254,468.23126,328.93882,139.29244, 0.00000, 0.83410
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,24.000000,21,11,-0.00394,-0.00250,403.26395,266.48175,136.78220, 0.00000,-0.66745
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,0.000000,22,2, 1.00000, 0.73470,564.02995,471.65812,92.37183, 0.00000,346.52646
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,0.500000,22,3, 0.86722, 0.63714,400.72075,309.01430,91.70645, 0.00000,196.88593
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,1.000000,22,4, 0.65599, 0.48195,484.58686,391.69789,92.88896, 0.00000,188.77941
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,1.500000,22,5, 0.58017, 0.42625,411.87442,319.09285,92.78157, 0.00000,136.01320
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,2.000000,22,6, 0.40861, 0.30020,423.48213,329.44087,94.04127, 0.00000,98.89879
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,3.000000,22,7, 0.31502, 0.23145,616.17074,528.18757,87.98316, 0.00000,122.24651
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,4.000000,22,8, 0.22931, 0.16848,849.26147,762.60658,86.65489, 0.00000,128.48172
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,5.000000,22,9, 0.24118, 0.17720,623.31914,541.05843,82.26071, 0.00000,95.87401
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,18.000000,22,10, 0.00498, 0.00366,624.59664,539.55968,85.03697, 0.00000, 1.97230
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,24.000000,22,11,-0.00654,-0.00480,509.05484,425.43698,83.61786, 0.00000,-2.04370
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,0.000000,23,2, 1.00000, 0.60847,513.98281,379.40781,134.57501, 0.00000,230.85853
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,0.500000,23,3, 0.87483, 0.53231,594.03138,458.58811,135.44327, 0.00000,244.10957
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,1.000000,23,4, 0.72794, 0.44293,519.99822,385.76524,134.23298, 0.00000,170.86678
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,1.500000,23,5, 0.52218, 0.31773,854.20555,715.69032,138.51523, 0.00000,227.39507
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,2.000000,23,6, 0.45019, 0.27393,785.43750,643.47778,141.95971, 0.00000,176.26765
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,3.000000,23,7, 0.27278, 0.16598,531.50624,391.80392,139.70233, 0.00000,65.03111
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,4.000000,23,8, 0.20601, 0.12535,555.75304,415.18425,140.56879, 0.00000,52.04398
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,5.000000,23,9, 0.10397, 0.06327,702.89830,562.28428,140.61402, 0.00000,35.57324
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,18.000000,23,10,-0.00410,-0.00250,569.34021,428.70035,140.63986, 0.00000,-1.07025
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,24.000000,23,11,-0.00124,-0.00076,490.08554,349.04451,141.04103, 0.00000,-0.26438
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,0.000000,24,2, 1.00000, 0.81138,384.62106,284.46346,100.15760, 0.00000,230.80715
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,0.500000,24,3, 0.73901, 0.59961,510.79717,409.91482,100.88235, 0.00000,245.79106
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,1.000000,24,4, 0.64245, 0.52127,475.52120,371.68982,103.83138, 0.00000,193.75089
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,1.500000,24,5, 0.50188, 0.40722,484.07035,382.28880,101.78155, 0.00000,155.67470
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,2.000000,24,6, 0.45278, 0.36738,427.81460,320.38412,107.43048, 0.00000,117.70166
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,3.000000,24,7, 0.34881, 0.28301,654.16236,555.82640,98.33595, 0.00000,157.30705
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,4.000000,24,8, 0.29147, 0.23649,982.10523,889.41428,92.69095, 0.00000,210.34091
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,5.000000,24,9, 0.20410, 0.16560,450.85650,359.24562,91.61089, 0.00000,59.49142
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,18.000000,24,10, 0.01537, 0.01247,499.39210,407.07048,92.32162, 0.00000, 5.07644
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,24.000000,24,11, 0.00990, 0.00803,467.59872,376.82641,90.77231, 0.00000, 3.02759
