Sample,Nucleotide,Timepoint,Plate,FileNumber
hHBB_LocalDesign_hHBB,PSU,1.5,11,4
hHBB_LocalDesign_hHBB,PSU,2,11,5
hHBB_LocalDesign_hHBB,PSU,3,11,6
hHBB_LocalDesign_hHBB,PSU,4,11,7
hHBB_LocalDesign_hHBB,PSU,5,11,8
hHBB_LocalDesign_hHBB,PSU,18,11,9
hHBB_LocalDesign_hHBB,PSU,24,11,10
hHBB_-423.7 kcal_hHBB,5mC,0,6,1
hHBB_-423.7 kcal_hHBB,5mC,0.5,6,2
hHBB_-423.7 kcal_hHBB,5mC,1,6,3
hHBB_-423.7 kcal_hHBB,5mC,1.5,6,4
hHBB_-423.7 kcal_hHBB,5mC,2,6,5
hHBB_-423.7 kcal_hHBB,5mC,3,6,6
hHBB_-423.7 kcal_hHBB,5mC,4,6,7
hHBB_-423.7 kcal_hHBB,5mC,5,6,8
hHBB_-423.7 kcal_hHBB,5mC,18,6,9
hHBB_-423.7 kcal_hHBB,5mC,24,6,10
hHBB_-423.7 kcal_hHBB,PSU,0,13,1
hHBB_-423.7 kcal_hHBB,PSU,0.5,13,2
hHBB_-423.7 kcal_hHBB,PSU,1,13,3
hHBB_-423.7 kcal_hHBB,PSU,1.5,13,4
hHBB_-423.7 kcal_hHBB,PSU,2,13,5
hHBB_-423.7 kcal_hHBB,PSU,3,13,6
hHBB_-423.7 kcal_hHBB,PSU,4,13,7
hHBB_-423.7 kcal_hHBB,PSU,5,13,8
hHBB_-423.7 kcal_hHBB,PSU,18,13,9
hHBB_-423.7 kcal_hHBB,PSU,24,13,10
